text,label
"@Selkie1970 no, dosage of the thing that regulates moods and hot flashes. Venlafaxine.",0
Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel,0
Ciprofloxacin can be used in pediatric patients but with CAUTION. But not in &lt;1year old. #epharmDupdate,0
Fun Facts: Do you know what Meds are 4 bipolar depression? Currently #FDA approve combination of #olanzapine &amp; #fluoxetine,0
Gonna lay down and try to get some sleep.  I really need to start taking my Trazodone to sleep.  I kinda hate taking something that knocks,0
I ate 2 cakes + 2 pastries at work today. Blaming the quetiapine rather than my liking for cakes. Blaming work too for providing free cake.,1
@Dopamine_Diva Q makes me hungry. Olanzapine made me want to eat my own arm!,1
@BrenThomp They arrived! #quittingcigs #nicotine #lozenge http://t.co/WbkstG8va5,0
"@bipolarvoice and remember ""it's for the lack of quetiapine, it's not me"". my doctor says that it works",0
"@monicaxann alright.. i'll prescribe you Fluoxetine,. maybe throw in some Buspirone?",0
"@mousebert ciprofloxacin ophthalmic for bacterial, caused by the common cold and shit.",0
"When the Doctor says to start taking your medication again.
Hello ~Lexapro, Topamax, &amp; Trazodone",0
@SugarrButt     He has me on ciprofloxacin  and phenazopyride      I had severe pain  that started over the weekend when trying to use,1
But I don't want to take an ambien or trazodone or anything because i dint wanna restart my dependence upon them,1
@BBCPolitics Yea right. It's the calm before the storm. Either that or the fluoxetine in the water is beginning to work.,0
whoa quetiapine stop making me feel drowsy yo,1
Venlafaxine - here we go - day 1,0
"Told them my medication runs out this week and isnt on repeat, which really bugs me, with it being lamotrigine i cant exactly go the weekend",0
Are there any good quality studies comparing venlafaxine and fluoxetine?,0
Haven't been with this team a month and I've been let down again &amp; again. Supposed to be going up on the lamotrigine but nope not happening,0
Lyrically I'm dope enough to ass fuck the dude who made nicotine,0
"Hey, @marcmaron! Not sure how plausible it is geographically, but you should get @timminchin on WTF. Do iit. Payment in nicotine lozenges.",0
Medications approved for men: risedronate and alendronate,0
"Alendronate - hip, vertebral and non-vertebral; Boniva - Vertebral; Actonel- Hip, vertebral and non-vertebral; Ibandronate- increases BMD",0
My mood swings are getting worse and lamotrigine isn't helping at all.…,1
"@LilithNOT17 I am on 800mg of Quetiapine daily, and have been for many years.",0
"Wellbutrin, Zyprexa, Xanax, Effexor, Lamotrigine, Valium. Every day. I'm not even a person anymore.
I'm a parody of an actual human being.",0
Which wine goes well with a nicotine lozenge?,0
Nicotine lozenges are giving me stomach cramps.,1
"oh ffs, i keep losing one pack of lamotrigine, and i need one of each &gt;:C *throws stuff about*",0
"Even worse. Think venlafaxine &amp; morphine in an unpredictable ratio. RT @jlsamash: @DavidJuurlink don't forget tramadol, the other opioid.",0
@thinprettybones not everyone gains wt when they quit. Some meds that help you quit (Zyban &amp; Nicotine lozenge) prevent wt gain.#quitsmoking,0
"Sliding down the surface of things. Keep the Venlafaxine, I'm done.",0
"Am I prepared for my spend the night party at RBD?
Vyvanse....Check
Caffeine.....Check
Nicotine ....Check
An endless amount of work...Check",0
"@MelissaStetten in ten minutes i'm popping a trazodone so after that i don't promise anything like, revolutionary",0
"@vyvansethoughts Finals Week consists of the 3 -ine's: Caffeine, Nicotine, and Amphetamine.",0
"@BeastlyBody I used to, I went on fluoxetine (antidepressants) for a bit but my mum was worried they would make me suicidal so I had to stop",0
"@NellFrizzell @eleanormorgan Oh god. She needs a daily dose of 37.5 mg of venlafaxine for two weeks, administered orally not a word ellie.",0
"“@master_usmle:Quinolones [and Fluoroquinolones]:mechanism
""Topple the Queen"":Quinolone interferes with Topoisomerase II.”eg. Ciprofloxacin",0
@xanabilify Fluoxetine is shit! Why are you on quetiapine?xxx,0
@KrmWng yeah Fluoxetine 20mg once daily dose....:-) Me alrdy started...,0
@Oh_____ Nooooo. Just the lozenges and sprays. Nicotine increases metabolic rate. *drinks double cream*,0
"@Bella_astre long as I'm on Quetiapine. But the med works and makes me balanced, so what's a girl to do :(",0
@nirvanaas I do! :) well mines is called fluoxetine but its just another name for it! :) I've had no problems or side effects at all!,0
@hurley24 I have your Ciprofloxacin.,0
A whole lotta trazodone,0
"PTSD is extremely difficult to treat.Not sure why Seroquel(quetiapine),which is such an emerging treatment in depression, is being demonised",0
"@0bsidianwings I take 3-6mg of Melatonin. 
I was taking Trazodone, but I can't take that anymore for a couple reasons.",0
Primadol and Levofloxacin again zz :'(,0
Actually thinking about just taking my Trazodone and praying I can wake up tomorrow.,0
tonight has been brought to you by ciprofloxacin and hydrocodone.,0
"On 15 March 2013, Eli Lilly successfully defended the validity of its patent on Zyprexa (olanzapine) against a wide-ranging attack by Apotex",0
Bliss- OTZ Bolus MFG BY: AIMCO PHARMA MFG.CO.Ofloxacin 600 mg/Tinidazole 1800 mg.2 Bolus Strip,0
"Hey there Kraken this is Trazodone, Trazodone meet Kraken and his friend sleepy time.",0
@papafranzz fluoxetine. Lol,0
"I need 14,000mg of quetiapine to die for sure (gotta love google)...I probably only have about 3,000mg #FUCKMYLIFE",0
Lecturer has spelled olanzapine three different ways in the space of two slides #olazapine #olanzepine #closebutnocigar,0
"well, lamotrigine's sorted. although my GP won't increase my citalopram till i get permission from the pysch :c",0
"Journal Articles

Fulminant Hepatic Failure in Association With Quetiapine
Journal of Medical Case Reports, April 26, 2013",0
I've been feeling good all week.  I'm taking 300Mg of Wellbutrin and Abilify in the morning and 150Mg of Wellburtin and Trazodone at night.,0
@LiveLoveLaquay @pook_montana nah I don't buy nicotine,0
What's IV incompatible with ciprofloxacin??,0
@heather20022002 I had Ciprofloxacin I thought that was pretty strong. Or is that a general one?,0
"@themojowire Lamotrigine is a one-two anti-epileptic and mood stabilizer. I'm on a high dose for BPI, but a low dose for other brain cooties",0
"Memantine Add-On to Risperidone for Treatment of Negative Symptoms in Patients With Stable Schizophrenia: Randomized, Double-Blind,...",0
@mco0p I call them fluoxetine and diazepam. I'll tell you all about them in about 2 weeks,0
@darlinmelissa1 @celticcomet Well it's brought my oxygen % up and they gave me levofloxacin 750 mg through an IV..,0
I just took fluoxetine while watching Lakers self-destruct #depression,0
"@streetscoop Oh, yeah. You should see my yacht, the SS Paroxetine Hydrochloride. #WeHaveNoPolioInAmerica , #AFactYouRefuseToAcknowledge",0
"@DoctorChristian Can reducing fluoxetine zap me of all energy?I've reduced from a high dose, now on standard does &amp; not feeling good at all.",1
"@Lifeontheedge2 meds can be a life changer, I'm telling you!! I was put on quetiapine recently and it has helped LOADS. Try it x",0
"Fluoxetine""@Tegbe: News to me. Which one in particular? RT @K3hinde: Wait. SSRIs relieve PMS symptoms? :O :O""",0
@beatmydrums lamotrigine! What about you? Xx,0
"@fibrofighter08 Venlafaxine gave me horrendous nightmares, &amp; coming of it was horrific.!",1
@MW1T3K Work must be hard if you're snapchatting Trazodone pyramids.. #cvs #wittycray,0
@Shell_568 Aye and the kennel's called Fluoxetine!,0
@Shell_568 Yep. I loved fluoxetine from the start.,0
It's not even 11pm and I'm already feeling the Venlafaxine withdrawal. Stupid bitch. How hard is it to pack the bloody tablets?!,1
Should I be concerned that my last pack of #fluoxetine tablets were red &amp; yellow but the new lot are blue &amp; white?,0
"Want to quit #smoking? Try nicotine replacement therapy like gum, lozenges &amp; patches to help end your cravings #OLW",0
"@SirenXPW I have literally been weaned off fluoxetine,(prozac),the last few weeks and am learning to cope without now. Was on them 4 18mnths",0
Venlafaxine is not my friend...,0
who wants 2 buy nicotine lozenges frum me!! all the high of a cigarette without the smoke!!!!!,0
"Oh, forgot 1x trazodone a day, so 49 pills",0
And some more fluoxetine.,0
@epilepsyaction Anyone with recent experience of taking Keppra with Lamotrigine? If so what side effects do you suffer??,0
"Survived the non-Venlafaxine disaster with Diazepam. Home now, thank fuck, with the medication &amp; some Zop imbibed. Should be OKish tomorrow.",0
"If I HADN’T got the Venlafaxine, tomorrow would have been BEYOND a disaster. That stuff is insidious &amp; cruel. But sadly necessary :(",0
@god_chef I'm just wondering how much Quetiapine I can take in one go to knock me out???,0
so happy im prescribed trazodone 😴,0
@guardian @LifeandStyle  Lol well that beats having a headache. Probably more to do with the fluoxetine in the water supply.,0
@MumblingMak fluoxetine can be quite specific with the type of depression it targets. I take amitriptyline as well.,0
the smell of my lamotrigine makes me want to throw up this is fucking ridiculous,0
#Lodise The role of the #ciprofloxacin and #rifampicin in the management of ortho non-MRSA infections #ECCMID2013 http://t.co/JirAYyJ8iH,0
"@mhigby Melatonin is often incorrectly prescribed. Try trazodone. Cheaper. Non-addictive. Prevents ""thought cycles"" that inhibit sleep.",0
The one bummer about it all is that the Fluoxetine is giving me the shakes which made fine fiddly detail work harder than it should be,1
"Bettaney. 

Some time earlier. 6.23am. 

23-24 Lower Marsh Street
London SE1 7RJ
Olanzapine. (Disorientated) Arranges Face.",0
"Hehe, trazodone is sometimes called trazoBONE because of its priapism effects. #medschool #pharmacology #mature",0
"depression: SSRI.. fluoxetine (anorexia, stimulating), fluvoxamine (nausea, constipation, sedation), paroxetine (antichol, weight gain, sex)",0
"SARI: trazodone (sedation, orthostatic hypotension).. NaSSA: mirtazapine (sedation, weight gain, less GI and sexual)",0
"antipsychotics: quetiapine (sedation); olanzapine, risperidone, aripiprazole, lithium as augmenting agent",0
80mg fluoxetine in me nigga,0
"When I can't sleep I start to list the drugs I know in alphabetical order - abciximab, acamprosate, alendronate, zzzz(olpidem, opiclone)...",0
"Levofloxacin, Salbutamol + GF, and rest.... :(( sickly me. T_T",0
#Teaminsomnia Guess I should take this trazodone the DR. gave me ... Hate prescriptions ... But need sleep😴😴😴,0
"Walter just said he's self-medicating w/ Dextromethorphan, Clonazepam, and Fluoxetine. Peter says they're all ""psychotics.""",0
"@DaftLimmy I am on Fluoxetine and it has helped with coping with stuff, I am a little worried about what happens when I come of them though",0
Yuck. Nicotine Lozenges make your mouth feel like you're sucking on a battery. #me,0
Trazodone really knocks you the fuck out.,0
"RT @Chris Elliot Fund J Rexer: ""BT patients on Memantine show inc'd cognitive ability"" #BrainTumorThursday #SNO2012 #braincanceractionweek",0
Anyone taking lamotrigine suffer with headaches weeks after starting the med?,1
"I can't wait for the drug disposal day in my city. I took the freaking Trazodone by mistake again and if the problem doesn't go away, ER :/",0
@The_Firkins trazodone is a sleeping pill,0
"Yeah she took 200 mg of Trazodone, yeah, good night, see you sometime tomorrow...",0
Zoledronic acid linked to early increase in sclerostin levels: (HealthDay)—Women with postmenopausal osteoporosis treated with zoledr...,0
Fun Facts: Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine &amp; #fluoxetine,0
My mum is offering me nicotine lozenges.. Bitch fuck off manz needs a fag,0
Do U know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
@HealthyPlace what's are you're thoughts on venlafaxine ?,0
"@ThePharmacyPen if I'm talking 2a little pen,then I certainly need highest dose of quetiapine!😆😂
U r so dear 2me o'pen! Can't live without u",0
"@CassieW78 I'm on topirimate, lamotrigine and retigabine. I was down to 1 T.C fit every 3 mths but now the retigabine has given me 1/2",0
@DaniGearbench Sertraline. I would say Venlafaxine but you *must* be observed while on it.,0
@DaniGearbench Venlafaxine. It's the best so far but all SSRI/SNRI meds carry the suicide risk.,0
"For those who missed my saturday query? Anyone on venlafaxine (in Guatemala, btw)? Got me some questions.",0
@nevharvey Now that I'm on a hefty dose of quetiapine I usually sleep no problem. Yet the anxiety remains. A hangover from the days when...,0
@ecrjones That's the stupid thing. I sleep fine on 600mg quetiapine. I very rarely struggle to sleep. So there's nothing TO fear :-/,0
"*shudder* Fluoxetine, You taste HORRIBLE.",0
"@BorderlineStory i see, I'm not sure what they all are tbh. I'm on quetiapine, citalopram, ameprozole and melatonin:(",0
@BorderlineStory were on the same meds haha serequol and quetiapine are the same thing:p,0
i'm feeling such highs and lows... ughhhhh please just balance out #fluoxetine,0
TRAZODONE 50MG AT BEDTIME  PAROXETINE 10MG MEGZYDUS  MTH DAILY  CITALOPRAM 20MG  JULY2010  NEEDD BREYNOSO  MD A MILLER CC/FILE  STR EMT  ...,0
Fun Facts: Do U know what Medications are 4 bipolar depression? Currently #FDA approve combination of #olanzapine &amp; #fluoxetine,0
"@river__tam oh :( hoping it is great bedwise! *hugs* im falling asleepp cos i took olanzapine so vanishing now, sorry",0
"@ItsTime2Smile ""fluoxetine (Prozac), is the only medication approved by the U.S. Food and Drug Administration (FDA) for treating bulimia""",0
"So, I have to try and sleep. Trazodone here I come.                                                   _(._.)_",0
Antacids can be used for the treatment of ciprofloxacin overdosage or toxicity!!...#getfamiliar,0
@GSXR1KBUSAKILLA but I switched to trazodone ... I was doing some crazy ish on Ambien smh not good lol,1
@NoodlesBabyHope @araliasa I did all my IVFs while on fluoxetine and Vitalab were never worried.,0
Waiting on the Trazodone to kick in.  Going shopping with Amanda Kaye &amp; the fam tomorrow!  xD,0
"@kidds1986 @JSTJODIE I know,come off ur pills I've just come off mine and feel way better for it !! I was on paroxetine an was tired att 2 x",0
"@Gingersquirrel ...quetiapine I drift off right away! I never worry about not waking up, I've been high most of the past 2 years and it's..",0
"@Gingersquirrel ...could mean I'm going high again. But I have extra quetiapine I can take, just in case.",0
Ooooop. Anyone know if amoxicillin and pregabalin have an interaction? Never had one with fluoxetine and losartan... So dizzy!,1
@MalonionArmyNo1 yeah I take Lamotrigine 25mg every morning.  Thankfully my fits are under control.  You still get fits with meds?,0
@tt4079found out my review on the fluoxetine is april 2014 so i should be ok for another year,0
"@GKPortugal I don't know if I should say that here, but I already feel like this, and had to take some syrup (fluoxetine) for few weeks! (+)",0
@iamdiddy Have Some Quetiapine .. 700mg A Day.. it will make your penis big,0
Feeling the effects of oxymetazoline with venlafaxine :(,0
"second-line: buspirone (lower abuse potential, longer onset, less sedation than bzdps), quetiapine (really...), others in guideline",0
@ManuraNanayakka Fluoxetine is not good. It has a lot of side effects. I think counselling is better in helping people with depression.,0
Who knew grapefruit juice increased levels of Quetiapine?! I'm sure most Dietitians did but that's not the point! #geektweet,0
Lyrically I'm dope enough to ass-fuck the dude who made nicotine,0
#Merck looses appeal to Israeli S.Ct over #Alendronate #patent; Ct affirms patent registrar and lower court; affirms total costs of ~$140K,0
"bisphosphonates (alendronate, etidronate, risedronate, IV zoledronate): empty stomach w water (esophageal erosion), GI, altered taste, ONJ",0
@DoodahM yea he said lamotrigine ( lamitcal) or keppra :p,0
"Here we go, pointless fear of bed. Learned behaviour from the insomnia days returns even though the quetiapine now knocks me out *dawdles*",0
"I take this medicayion.. lol.. ""@JakobSiebert: Fluoxetine""",0
"""@RaviHarrypersad: diazepam + Amitriptyline + Fluoxetine = Sleep like ah dead ☺"" you serious?",0
"5th year intern doesn't know the brand name for ciprofloxacin. Answers back with, ""Uh... Levaquin.""  #fml #pharmacyproblems",0
"@brokenmind_ they mentioned quetiapine for me ages ago, but have changed their mind now. Want to give me nothing. Not happy!",0
@UltimateMzB just on quetiapine atm. Was on an antidepressant but came off it in the last 1-2 yrs. Have really struggled to get psychs to,0
@Shalisa86 It's fluoxetine or something like that. It's generic for Prozac.,0
trying to go to bed early tonight. took my trazodone again just so I hopefully don't wake up at five am but I probably will ugh,0
Sometimes I wish I still had nicotine lozenges just so I could put one in my mouth before bed and have crazy dreams #likerightnow,0
"Until then, Trazodone to the rescue #knockedout",0
"Actually it was more like a prison but with nurses instead of guards, olanzapine pill n IM= #zombies",1
finally found the trazodone  ! adiosss ✌,0
melatonin+xanax+trazodone &amp; I still can't sleep! only one thing left to try...me-ow!,0
"@Knitting_Boo @RobynPetersen26 @cheer_bear13 They haven't, sadly. The whole problem is that on quetiapine I *always* have a good night....",0
"#2 suggestion: ""try medication"". I'm on pregabalin 300mg/day for anxiety and fluoxetine 40mg/day for depression. It helps. Not enough. Next?",0
"(This morning's cocktail of meds: 150mg pregabalin, 40mg fluoxetine, 50mg losartan, 500mg amoxicillin, multivitamin. It's fun!)",0
Qny experience of olanzapine anyone? May be going on it instead of quetiapine,0
Fluoxetine and Alcohol - Friday should be a good one!,0
Do you know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA Seroquel,0
I have been put on fluoxetine and I heard it suppresses your appetite! GIVE ME ALL YOU HAVE,0
Fun Facts: Do U know what Medications are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel,0
":-/ I had a 4mg nicotine lozenge in my hand, and then it wasn't there. Did I swallow it, thinking it was a med?!",0
Finna pop this trazodone &amp;&amp; go to bed,0
@skinny_the_minx I'm on fluoxetine. Hm :( hope you feel better soon lovely!! Have you got quite a stressful job? X,0
"@any1mouse jus Gt bck myself, hes puT me on citalopram in addition 2 the quetiapine! Im a bit worried as citalopram has made me manic before",1
"@JeSuisUnDan it's the only way to go about your business with any degree of peace ... Regular, planned naps ... And fluoxetine",0
@angelreader I have no fluoxetine. Unfortunately. Just lots of caffeine.,0
Psychiatrist said I was doing better. The downside is that she wants me to stay on olanzapine till December. #appointment,0
"Only one day in and Mirtazapine is like fluoxetine all over again, it just makes me so tiered",1
Four Tops- Olanzapine and a good mental health consultant in Acapulco #PopstarDemands,0
"Chemoprophylaxis for neisseria dis.: sulphonamide rifampicin ciprofloxacin, treatment: penicillin cephalosporin kalau allergy kat penicilin",0
levofloxacin and amikacin helpful in cavitatory Tb,0
Do U know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel,0
Do U know what Meds are 4 bipolar depression? Currently #FDA approve combo of #olanzapine &amp; #fluoxetine,0
Not ready to kick the habit? Try nicotine lozenges. They help users cut back even when they thought they didn't want to quit.,0
"@NicClark83 assuming quetiapine.. do you know the mechanism by which it causes weight gain, please?",0
@Leannebrisk As my Twitter psych nurse you should know I'm starting a gradual Venlafaxine withdrawal from tmrw. I may explode or become mad.,0
Do you know what Medications are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel,0
@Sectioned_ @HilaryMarmot POOR THINGS! They wanna try withdrawal from venlafaxine. Think I might sue the Pharma Company.,0
nicotine lozenges are pretty gross,0
Do you know what Meds are 4 bipolar depression? Currently #FDA approve combination of #olanzapine &amp; #fluoxetine,0
"@calyxxx same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time",1
Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel,0
"I've taken everything but my Trazodone that's tonight, but the nasal spray is giving me a drip :|",1
"@any1mouse I'm going to do some research, and try to suggest something else to my psych in a few weeks x I'm useless on quetiapine£",0
Do U know what Medications are R for bipolar depression? Currently #FDA approved #quetiapine AKA Seroquel,0
"Em: ""Quetiapine.. I fill that a lot, it's an antipsychotic.."" Us together: ""What the fuc%.""",0
"RP McMurphy was right about the trazodone being my new favorite bed-buddy. RIP, melatonin dreams. You were getting too weird - even for me.",1
"The essentially down-to-earth products off these families pertaining to drugs are sertraline, fluoxetine differ:",0
meds course livetweets #grayrock trials show Quetiapine is only drug for bipolar disorder thats effective at both ends of the mood spectrum,0
Done eating fluoxetine,0
Alendronate + Cholecalciferol = Fosavance #Memorization,0
weetabix + tea + fluoxetine,0
"@Dr_B_PharmD well, how does their fibro feel with fluoxetine?",0
ventral Tegmental area... fluoxetine:...hmmm,0
trazodone party at my house tonight,0
Average weight gain in 12 weeks of Rx for olanzapine in kids - 8.5kg!! And even Abilify - 5.4kg!! #CON13,0
Fun Facts: Do you know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
"Had some coffee* and then later some herbal tea** and today wasn't totally horrendous***
*disipal
**quetiapine
***didn't hit anyone",0
"Prozac (fluoxetine) is a medication prescribed to regulate and balance levels of serotonin in the brain,",0
"I can feel my heart starting to palpitate from vyvanse, red bull, and nicotine. That's probably par for the course for finals week, right?",1
@Bella_astre @Mrs_KittyO I've had chronic insomnia for as long as I can remember because my brain won't shut up. Low dose of Quetiapine...,0
@Mrs_KittyO @Bella_astre have had zopiclone when I'm in a bad patch. Even two of max dose only just helped. Quetiapine has been lifesaver.,0
Fun Facts: Do you know what Meds are R for Mania? Currently #FDA approved: #ziprasidone AKA #Geodon),0
Do you know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
@fr0do_y0da I've just come off Fluoxetine... Only been on that... For too long...,0
Do U know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine &amp; #fluoxetine,0
Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel,0
Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine &amp; #fluoxetine,0
"@Courtney my psych dropped after an insurance change so iam coming off cymbalta, adderall, klonopin, mirtazapine and gabapentin",0
@river__tam its a bit calmer now like dark red/brown/purple? He's settling! I think its the olanzapine which is usually green,0
"@river__tam olanzapine is amazing srsly, the dreams are immense, no addiction, its gorgeous, like brave new world soma to me",1
@tradecami Trazodone was good for keeping me asleep but as an anti-depressant it's practically useless-,0
"@TAPNA2013 didnt a recent Vic RCT in ED show olanzapine as good as droperidol, when either combined with midaz?",0
Can't sleep. No marijuana. Pop trazodone. @BigMouthBrandy,0
"My fluoxetine has gone walkabouts, so I apologise in advance for my horrid attitude.",0
@ellaboheme I'll be on 600mg of Quetiapine for the next 5 nights. I might never wake up again! X,0
@pillowfort -high fives- fluoxetine is my jam.,0
My Trazodone be havin me gonee,0
"Crystal Induced AKI : acyclovir , ciprofloxacin , indinovir , vitamin C intoxication",0
"Fluoxetine.
You are worth shit.",0
There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat,0
RT @JeremyVVW: There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat,0
Also unclear if memantine is helpful at this point. #autismchat,0
RT @jeremyvvw: There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat,0
RT @jeremyvvw: There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat,0
"Resident wanted to put pt on paroxetine, hubby told her Paxil would be better. She didn't seem to realize they were the same thing. #smh",0
"@marg1nal @lobeline - In my case, thank GOD for Fluoxetine. I'd be dead or in prison without it.",0
Fun Facts: Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine &amp; #fluoxetine,0
@TheMartinNewman to be honest I've  had worse. On fluoxetine I was convinced there was a plot to steal my thoughts... !,1
Fun Facts: Do you know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine &amp; #fluoxetine,0
"@garethslee I missed its screwed upness when I was on fluoxetine, although it got screwed up in other ways then!",0
"Purchase some of our feature products such as Prozac (Fluoxetine Hydrochloride) and Provigil (Modalert, Modafinil). #medsindia #cheap",0
Celebrating nearly one year on quetiapine with some delicious quetiapine. Mmm. Quick release for instant no-madness.,0
This tastes like liquid fluoxetine tastes but I'm pretty sure if I drink it quick it'll taste better http://t.co/AHDxKnaLrr,0
@grhydian is he still being a dick? I've been shit. Meds changing next week. In the meantime I'm on 600mg of Quetiapine from tonight :/ x,0
"@Ollerspure They call me dr fluoxetine 
amongst other things",0
*just taken 600mg of Quetiapine face*,0
"Risk factors for SUDEP: frequent sz, AED polytherapy, early age sz onset, subtherapeutic levels, male, carbamazepine or lamotrigine use.",0
"""Everything is possible with Lunafly fluoxetine"" so, take this pill if you're sick Lukies~ ^_^ http://t.co/eDmb1sFyyD",0
Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel,0
"Round 2 trazodone. Please just put me to sleep, not make me into a zombie the whole next day.",1
"Watching Silver Lining and they are talking about bipolar people, Lithium, Trazodone, and Seroquel #cantescape #psychprobs #lithiumlevel&lt;1.5",0
"Travelling with Sister Morphine &amp; Brother Olanzapine, Valium and Tramadol have dropped in 4 a visit as well. Meds, I'm on them.",0
@bebipinku only on 40mg of fluoxetine a day omfg,0
"RT @LunaflyFMLY: ""Everything is possible with Lunafly fluoxetine"" so, take this pill if you're sick Lukies~ ^_^ http://t.co/ZH1sRLUuH5",0
felt good to know yous lot cared even from the outside and tha screws got me put on olanzapine after i confronted them sayin im delusional,0
the liquid form of fluoxetine is the nastiest tasting thing in the whole entire world ew,0
"@JodyNeilRuth they hate fluoxetine. Well, mine do. It's like a ring of fire. 
I write with my head, the heart hurts too much to get involved",0
Simple summary of Zoledronic acid efficacy in MEN. Nejm paper 2012 1st trial with fracture primary end point http://t.co/SMQz1OQb6c,0
"Marketing Idea: fluoxetine &amp; docusate sodium. Brand Name ""relaxatives""",0
"treatment:
1) antibiotic therapy: cotrimazole, ciprofloxacin,cephalosporin,amoxycillin",0
I see Cardinal Brady advocates psychiatric treatment for suicidality. Psychiatrists treat delusional thought with olanzapine or clozapine +,0
#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.,1
Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
Lyrically I'm dope enough to ass fuck the dude who made nicotine,0
"Oral regimens for pyelonephritis:
*Ciprofloxacin
*Levofloxacin
*TMP/SMZ

Do NOT NOTuse Nitrofurantoin or fosfomycin for pyelo(only cystitis)",0
My benedryl and trazodone is kickin in!!!! 💤😴,0
@kamiekaymee @Psycholyst then i recommend trazodone or ambien.,0
why am i always still up this late?? days go by much smoother with some good sleep...well #klonopin and trazodone with a #doobie might help,0
Don't need any alcohol really when fluoxetine just makes me feel like I can't even stand,1
Two rakat nafl work more efficiently than sublingual fluoxetine.,0
"Antibiotics of choice include, ciprofloxacin, levofloxacin, amoxicillin-clavunate.",0
probably going to get into trouble next time I see the GP as I've decided to try and wean myself slowly off Quetiapine.,0
"lyrically, I'm dope enough to ass fuck the dude who made nicotine.",0
"@hedonism_bot Fluoxetine! Two faces, one asleep with whispy white hair, the other a jittery brunette.",0
slutty ofloxacin,0
